team_name,common_name,season,country,matches_played,matches_played_home,matches_played_away,suspended_matches,wins,wins_home,wins_away,draws,draws_home,draws_away,losses,losses_home,losses_away,points_per_game,points_per_game_home,points_per_game_away,league_position,league_position_home,league_position_away,performance_rank,goals_scored,goals_conceded,goal_difference,total_goal_count,total_goal_count_home,total_goal_count_away,goals_scored_home,goals_scored_away,goals_conceded_home,goals_conceded_away,goal_difference_home,goal_difference_away,minutes_per_goal_scored,minutes_per_goal_scored_home,minutes_per_goal_scored_away,minutes_per_goal_conceded,minutes_per_goal_conceded_home,minutes_per_goal_conceded_away,clean_sheets,clean_sheets_home,clean_sheets_away,btts_count,btts_count_home,btts_count_away,fts_count,fts_count_home,fts_count_away,first_team_to_score_count,first_team_to_score_count_home,first_team_to_score_count_away,corners_total,corners_total_home,corners_total_away,cards_total,cards_total_home,cards_total_away,average_possession,average_possession_home,average_possession_away,shots,shots_home,shots_away,shots_on_target,shots_on_target_home,shots_on_target_away,shots_off_target,shots_off_target_home,shots_off_target_away,fouls,fouls_home,fouls_away,goals_scored_half_time,goals_scored_half_time_home,goals_scored_half_time_away,goals_conceded_half_time,goals_conceded_half_time_home,goals_conceded_half_time_away,goal_difference_half_time,goal_difference_half_time_home,goal_difference_half_time_away,leading_at_half_time,leading_at_half_time_home,leading_at_half_time_away,draw_at_half_time,draw_at_half_time_home,draw_at_half_time_away,losing_at_half_time,losing_at_half_time_home,losing_at_half_time_away,points_per_game_half_time,points_per_game_half_time_home,points_per_game_half_time_away,average_total_goals_per_match,average_total_goals_per_match_home,average_total_goals_per_match_away,goals_scored_per_match,goals_scored_per_match_home,goals_scored_per_match_away,goals_conceded_per_match,goals_conceded_per_match_home,goals_conceded_per_match_away,total_goals_per_match_half_time,total_goals_per_match_half_time_home,total_goals_per_match_half_time_away,goals_scored_per_match_half_time,goals_scored_per_match_half_time_home,goals_scored_per_match_half_time_away,goals_conceded_per_match_half_time,goals_conceded_per_match_half_time_home,goals_conceded_per_match_half_time_away,over05_count,over15_count,over25_count,over35_count,over45_count,over55_count,over05_count_home,over15_count_home,over25_count_home,over35_count_home,over45_count_home,over55_count_home,over05_count_away,over15_count_away,over25_count_away,over35_count_away,over45_count_away,over55_count_away,under05_count,under15_count,under25_count,under35_count,under45_count,under55_count,under05_count_home,under15_count_home,under25_count_home,under35_count_home,under45_count_home,under55_count_home,under05_count_away,under15_count_away,under25_count_away,under35_count_away,under45_count_away,under55_count_away,over05_percentage,over15_percentage,over25_percentage,over35_percentage,over45_percentage,over55_percentage,over05_percentage_home,over15_percentage_home,over25_percentage_home,over35_percentage_home,over45_percentage_home,over55_percentage_home,over05_percentage_away,over15_percentage_away,over25_percentage_away,over35_percentage_away,over45_percentage_away,over55_percentage_away,under05_percentage,under15_percentage,under25_percentage,under35_percentage,under45_percentage,under55_percentage,under05_percentage_home,under15_percentage_home,under25_percentage_home,under35_percentage_home,under45_percentage_home,under55_percentage_home,under05_percentage_away,under15_percentage_away,under25_percentage_away,under35_percentage_away,under45_percentage_away,under55_percentage_away,over05_count_half_time,over15_count_half_time,over25_count_half_time,over05_count_half_time_home,over15_count_half_time_home,over25_count_half_time_home,over05_count_half_time_away,over15_count_half_time_away,over25_count_half_time_away,over05_half_time_percentage,over15_half_time_percentage,over25_half_time_percentage,over05_half_time_percentage_home,over15_half_time_percentage_home,over25_half_time_percentage_home,over05_half_time_percentage_away,over15_half_time_percentage_away,over25_half_time_percentage_away,win_percentage,win_percentage_home,win_percentage_away,home_advantage_percentage,clean_sheet_percentage,clean_sheet_percentage_home,clean_sheet_percentage_away,btts_percentage,btts_percentage_home,btts_percentage_away,fts_percentage,fts_percentage_home,fts_percentage_away,first_team_to_score_percentage,first_team_to_score_percentage_home,first_team_to_score_percentage_away,clean_sheet_half_time,clean_sheet_half_time_home,clean_sheet_half_time_away,clean_sheet_half_time_percentage,clean_sheet_half_time_percentage_home,clean_sheet_half_time_percentage_away,fts_half_time,fts_half_time_home,fts_half_time_away,fts_half_time_percentage,fts_half_time_percentage_home,fts_half_time_percentage_away,btts_half_time,btts_half_time_home,btts_half_time_away,btts_half_time_percentage,btts_half_time_percentage_home,btts_half_time_percentage_away,leading_at_half_time_percentage,leading_at_half_time_percentage_home,leading_at_half_time_percentage_away,draw_at_half_time_percentage,draw_at_half_time_percentage_home,draw_at_half_time_percentage_away,losing_at_half_time_percentage,losing_at_half_time_percentage_home,losing_at_half_time_percentage_away,corners_per_match,corners_per_match_home,corners_per_match_away,cards_per_match,cards_per_match_home,cards_per_match_away,over65_corners_percentage,over75_corners_percentage,over85_corners_percentage,over95_corners_percentage,over105_corners_percentage,over115_corners_percentage,over125_corners_percentage,over135_corners_percentage,xg_for_avg_overall,xg_for_avg_home,xg_for_avg_away,xg_against_avg_overall,xg_against_avg_home,xg_against_avg_away,prediction_risk,goals_scored_min_0_to_10,goals_scored_min_11_to_20,goals_scored_min_21_to_30,goals_scored_min_31_to_40,goals_scored_min_41_to_50,goals_scored_min_51_to_60,goals_scored_min_61_to_70,goals_scored_min_71_to_80,goals_scored_min_81_to_90,goals_conceded_min_0_to_10,goals_conceded_min_11_to_20,goals_conceded_min_21_to_30,goals_conceded_min_31_to_40,goals_conceded_min_41_to_50,goals_conceded_min_51_to_60,goals_conceded_min_61_to_70,goals_conceded_min_71_to_80,goals_conceded_min_81_to_90,draw_percentage_overall,draw_percentage_home,draw_percentage_away,loss_percentage_ovearll,loss_percentage_home,loss_percentage_away,over145_corners_percentage
SK Slavia Praha,Slavia Praha,2024/2025,Czech Republic,4,2,2,0,3,2,1,0,0,0,1,0,1,2.25,3,1.5,0,60,60,35,6,4,2,10,7,3,5,1,2,2,3,-1,60,36,180,90,90,90,1,0,1,2,2,0,1,0,1,3,2,1,14,8,6,9,5,4,45,52,39,39,28,11,19,13,6,20,15,5,57,29,28,3,3,0,0,0,0,3,3,0,2,2,0,2,0,2,0,0,0,2,3,1,2.5,3.5,1.5,1.5,2.5,0.5,1,1,1,0.75,1.5,0,0.75,1.5,0,0,0,0,4,3,2,1,0,0,2,2,2,1,0,0,2,1,0,0,0,0,0,1,2,3,4,4,0,0,0,1,2,2,0,1,2,2,2,2,100,75,50,25,0,0,100,100,100,50,0,0,100,50,0,0,0,0,0,25,50,75,100,100,0,0,0,50,100,100,0,50,100,100,100,100,2,1,0,2,1,0,0,0,0,50,25,0,100,50,0,0,0,0,75,100,50,0,25,0,50,50,100,0,25,0,50,75,100,50,4,2,2,100,100,100,2,0,2,50,0,100,0,0,0,0,0,0,50,100,0,50,0,100,0,0,0,3.50,4.00,3.00,2.25,2.5,2.00,100,75,75,75,50,25,25,0,1.34,1.84,0.84,1.31,1.03,1.59,25,1,1,0,0,1,1,0,0,2,0,0,0,0,0,1,0,3,0,0,0,0,25,0,50,0
Royal Union Saint-Gilloise,Union Saint-Gilloise,2024/2025,Belgium,2,1,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,68,68,76,1,4,-3,5,1,4,0,1,1,3,-1,-2,180,0,90,45,90,30,0,0,0,1,0,1,1,1,0,0,0,0,16,10,6,8,2,6,54,60,48,15,9,6,6,3,3,9,6,3,29,11,18,0,0,0,2,0,2,-2,0,-2,0,0,0,1,1,0,1,0,1,0.5,1,0,2.5,1,4,0.5,0,1,2,1,3,1,0,2,0,0,0,1,0,2,2,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,2,2,0,1,1,1,1,1,0,0,0,0,1,1,100,50,50,50,0,0,100,0,0,0,0,0,100,100,100,100,0,0,0,50,50,50,100,100,0,100,100,100,100,100,0,0,0,0,100,100,1,1,0,0,0,0,1,1,0,50,50,0,0,0,0,100,100,0,0,0,0,-25,0,0,0,50,0,100,50,100,0,0,0,0,1,1,0,50,100,0,2,1,1,100,100,100,0,0,0,0,0,0,0,0,0,50,100,0,50,0,100,8.00,10.00,6.00,4,2,6.00,100,100,100,100,100,50,50,0,1.26,1.41,1.10,1.18,0.77,1.59,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,100,100,100,0
Lille OSC Métropole,Lille,2024/2025,France,14,7,7,0,7,5,2,3,1,2,4,1,3,1.71,2.29,1.14,8,44,44,9,25,17,8,42,23,19,16,9,7,10,9,-1,50,39,70,74,90,63,2,2,0,11,5,6,1,0,1,8,7,1,52,32,20,36,14,22,51,53,48,137,81,56,73,43,30,64,38,26,160,76,84,9,8,1,7,2,5,2,6,-4,7,6,1,2,1,1,5,0,5,1.64,2.71,0.57,3,3.29,2.71,1.79,2.29,1.29,1.21,1,1.43,1.14,1.43,0.86,0.64,1.14,0.14,0.5,0.29,0.71,14,13,8,3,2,1,7,6,4,2,2,1,7,7,4,1,0,0,0,1,6,11,12,13,0,1,3,5,5,6,0,0,3,6,7,7,100,93,57,21,14,7,100,86,57,29,29,14,100,100,57,14,0,0,0,7,43,79,86,93,0,14,43,71,71,86,0,0,43,86,100,100,12,2,2,6,2,2,6,0,0,86,14,14,86,29,29,86,0,0,50,71,29,23,14,29,0,79,71,86,7,0,14,57,100,14,7,5,2,50,71,29,7,1,6,50,14,86,2,2,0,14,29,0,50,86,14,14,14,14,36,0,71,3.71,4.57,2.86,2.57,2,3.14,50,36,36,36,28,7,0,0,1.31,1.54,1.09,1.46,1.28,1.64,57,2,1,1,2,3,2,4,6,3,2,1,1,2,2,2,4,1,2,21,14,29,29,14,43,0
Rangers FC,Rangers,2024/2025,Scotland,2,1,1,0,0,0,0,1,0,1,1,1,0,0.5,0,1,0,1,1,71,1,3,-2,4,2,2,0,1,2,1,-2,0,180,0,90,60,45,90,0,0,0,1,0,1,1,1,0,0,0,0,9,4,5,6,3,3,55,60,50,18,9,9,12,4,8,6,5,1,21,11,10,0,0,0,1,0,1,-1,0,-1,0,0,0,1,1,0,1,0,1,0.5,1,0,2,2,2,0.5,0,1,1.5,2,1,0.5,0,1,0,0,0,0.5,0,1,2,2,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,2,2,2,2,0,0,1,1,1,1,0,0,1,1,1,1,100,100,0,0,0,0,100,100,0,0,0,0,100,100,0,0,0,0,0,0,100,100,100,100,0,0,100,100,100,100,0,0,100,100,100,100,1,0,0,0,0,0,1,0,0,50,0,0,0,0,0,100,0,0,0,0,0,-67,0,0,0,50,0,100,50,100,0,0,0,0,1,1,0,50,100,0,2,1,1,100,100,100,0,0,0,0,0,0,0,0,0,50,100,0,50,0,100,4.50,4.00,5.00,3,3,3.00,100,100,100,0,0,0,0,0,1.53,1.43,1.63,1.36,1.35,1.38,50,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,50,0,100,50,100,0,0
BSC Young Boys,Young Boys,2024/2025,Switzerland,10,5,5,0,2,1,1,0,0,0,8,4,4,0.6,0.6,0.6,36,21,21,50,7,26,-19,33,17,16,4,3,13,13,-9,-10,129,113,150,35,35,35,1,0,1,4,2,2,5,3,2,4,1,3,42,25,17,31,15,16,42,45,39,95,52,43,39,21,18,56,31,25,144,81,63,5,3,2,12,6,6,-7,-3,-4,1,1,0,5,2,3,4,2,2,0.8,1,0.6,3.3,3.4,3.2,0.7,0.8,0.6,2.6,2.6,2.6,1.7,1.8,1.6,0.5,0.6,0.4,1.2,1.2,1.2,10,6,6,4,4,2,5,3,3,2,2,1,5,3,3,2,2,1,0,4,4,6,6,8,0,2,2,3,3,4,0,2,2,3,3,4,100,60,60,40,40,20,100,60,60,40,40,20,100,60,60,40,40,20,0,40,40,60,60,80,0,40,40,60,60,80,0,40,40,60,60,80,6,6,3,3,3,1,3,3,2,60,60,30,60,60,20,60,60,40,20,20,20,0,10,0,20,40,40,40,50,60,40,40,20,60,5,3,2,50,60,40,6,3,3,60,60,60,3,1,2,30,20,40,10,20,0,50,40,60,40,40,40,4.20,5.00,3.40,3.1,3,3.20,80,80,80,70,70,50,40,20,1.12,1.24,1.01,1.89,1.91,1.88,120,2,1,1,0,1,0,0,0,2,2,0,3,6,1,3,4,2,5,0,0,0,80,80,80,10
Galatasaray,Galatasaray,2024/2025,Turkey,2,1,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,38,38,74,2,4,-2,6,1,5,0,2,1,3,-1,-1,90,0,45,45,90,30,0,0,0,1,0,1,1,1,0,0,0,0,12,5,7,9,6,3,57,62,52,30,13,17,14,5,9,16,8,8,22,13,9,0,0,0,2,0,2,-2,0,-2,0,0,0,1,1,0,1,0,1,0.5,1,0,3,1,5,1,0,2,2,1,3,1,0,2,0,0,0,1,0,2,2,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,2,0,1,1,1,1,1,0,0,0,0,0,1,100,50,50,50,50,0,100,0,0,0,0,0,100,100,100,100,100,0,0,50,50,50,50,100,0,100,100,100,100,100,0,0,0,0,0,100,1,1,0,0,0,0,1,1,0,50,50,0,0,0,0,100,100,0,0,0,0,-25,0,0,0,50,0,100,50,100,0,0,0,0,1,1,0,50,100,0,2,1,1,100,100,100,0,0,0,0,0,0,0,0,0,50,100,0,50,0,100,6.00,5.00,7.00,4.5,6,3.00,100,100,100,100,100,100,100,0,1.87,1.77,1.95,1.49,1.54,1.43,100,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,2,0,0,0,100,100,100,0
Red Star Belgrade,Red Star Belgrade,2024/2025,Serbia,10,5,5,0,3,2,1,0,0,0,7,3,4,0.9,1.2,0.6,30,11,11,37,16,24,-8,40,23,17,12,4,11,13,1,-9,56,38,113,38,41,35,2,1,1,7,4,3,1,0,1,2,1,1,50,27,23,18,11,7,43,43,44,112,62,50,51,32,19,61,30,31,102,53,49,5,4,1,12,8,4,-7,-4,-3,2,2,0,2,0,2,6,3,3,0.8,1.2,0.4,4,4.6,3.4,1.6,2.4,0.8,2.4,2.2,2.6,1.7,2.4,1,0.5,0.8,0.2,1.2,1.6,0.8,10,9,8,5,4,3,5,5,4,3,3,2,5,4,4,2,1,1,0,1,2,5,6,7,0,0,1,2,2,3,0,1,1,3,4,4,100,90,80,50,40,30,100,100,80,60,60,40,100,80,80,40,20,20,0,10,20,50,60,70,0,0,20,40,40,60,0,20,20,60,80,80,8,5,4,5,4,3,3,1,1,80,50,40,100,80,60,60,20,20,30,40,20,29,20,20,20,70,80,60,10,0,20,20,20,20,3,1,2,30,20,40,6,2,4,60,40,80,3,2,1,30,40,20,20,40,0,20,0,40,60,60,60,5.00,5.40,4.60,1.8,2.2,1.40,90,90,60,60,50,40,30,20,1.39,1.56,1.21,1.58,1.38,1.78,120,0,1,3,1,0,1,4,3,3,2,4,2,0,4,5,2,2,3,0,0,0,70,60,80,0
GNK Dinamo Zagreb,Dinamo Zagreb,2024/2025,Croatia,10,5,5,0,5,2,3,2,2,0,3,1,2,1.7,1.6,1.8,25,33,33,16,17,19,-2,36,13,23,7,10,6,13,1,-3,53,64,45,47,75,35,4,2,2,4,2,2,3,2,1,5,3,2,35,19,16,23,15,8,39,37,40,97,57,40,44,25,19,53,32,21,114,65,49,6,3,3,6,1,5,0,2,-2,5,3,2,2,1,1,3,1,2,1.7,2,1.4,3.6,2.6,4.6,1.7,1.4,2,1.9,1.2,2.6,1.2,0.8,1.6,0.6,0.6,0.6,0.6,0.2,1,9,9,7,3,2,1,4,4,4,1,0,0,5,5,3,2,2,1,1,1,3,7,8,9,1,1,1,4,5,5,0,0,2,3,3,4,90,90,70,30,20,10,80,80,80,20,0,0,100,100,60,40,40,20,10,10,30,70,80,90,20,20,20,80,100,100,0,0,40,60,60,80,8,2,2,4,0,0,4,2,2,80,20,20,80,0,0,80,40,40,50,40,60,10,40,40,40,40,40,40,30,40,20,50,60,40,6,4,2,60,80,40,5,2,3,50,40,60,1,0,1,10,0,20,50,60,40,20,20,20,30,20,40,3.50,3.80,3.20,2.3,3,1.60,90,90,90,80,70,50,30,30,1.16,1.32,0.99,1.81,1.55,2.07,100,1,1,2,1,4,3,1,3,1,2,1,0,2,1,3,2,3,5,20,40,0,30,20,40,0
Celtic FC,Celtic,2024/2025,Scotland,10,5,5,0,3,3,0,4,1,3,3,1,2,1.3,2,0.6,21,0,0,25,15,17,-2,32,16,16,11,4,5,12,6,-8,60,41,113,53,90,38,3,1,2,7,4,3,2,0,2,3,2,1,58,36,22,12,6,6,51,57,45,97,64,33,51,33,18,46,31,15,92,44,48,6,3,3,10,3,7,-4,0,-4,2,2,0,5,1,4,3,2,1,1.1,1.4,0.8,3.2,3.2,3.2,1.5,2.2,0.8,1.7,1,2.4,1.6,1.2,2,0.6,0.6,0.6,1,0.6,1.4,8,7,5,4,3,3,5,4,3,2,1,1,3,3,2,2,2,2,2,3,5,6,7,7,0,1,2,3,4,4,2,2,3,3,3,3,80,70,50,40,30,30,100,80,60,40,20,20,60,60,40,40,40,40,20,30,50,60,70,70,0,20,40,60,80,80,40,40,60,60,60,60,6,3,3,4,1,1,2,2,2,60,30,30,80,20,20,40,40,40,30,60,0,44,30,20,40,70,80,60,20,0,40,30,40,20,5,2,3,50,40,60,6,3,3,60,60,60,3,1,2,30,20,40,20,40,0,50,20,80,30,40,20,5.80,7.20,4.40,1.2,1.2,1.20,100,90,80,70,70,50,40,40,1.26,1.63,0.88,1.73,1.17,2.29,120,1,1,0,3,2,2,2,2,2,3,1,3,1,3,2,1,1,2,40,20,60,30,20,40,20
BVB 09 Borussia Dortmund,Borussia Dortmund,2024/2025,Germany,14,7,7,0,8,4,4,2,2,0,4,1,3,1.86,2,1.71,10,2,2,6,31,19,12,50,24,26,17,14,7,12,10,2,41,37,45,66,90,53,5,2,3,8,5,3,2,1,1,10,5,5,83,46,37,24,12,12,52,50,53,200,106,94,100,54,46,100,52,48,170,85,85,13,9,4,3,1,2,10,8,2,7,4,3,5,3,2,2,0,2,1.86,2.14,1.57,3.57,3.43,3.71,2.21,2.43,2,1.36,1,1.71,1.14,1.43,0.86,0.93,1.29,0.57,0.21,0.14,0.29,13,12,11,6,3,2,6,5,4,4,2,1,7,7,7,2,1,1,1,2,3,8,11,12,1,2,3,3,5,6,0,0,0,5,6,6,93,86,79,43,21,14,86,71,57,57,29,14,100,100,100,29,14,14,7,14,21,57,79,86,14,29,43,43,71,86,0,0,0,71,86,86,9,3,1,4,2,1,5,1,0,64,21,7,57,29,14,71,14,0,57,57,57,18,36,29,43,57,71,43,14,14,14,71,71,71,11,6,5,79,86,71,7,3,4,50,43,57,1,1,0,7,14,0,50,57,43,36,43,29,14,0,29,5.93,6.57,5.29,1.71,1.71,1.71,86,71,56,56,50,36,14,14,1.74,1.87,1.61,1.42,1.09,1.75,114,1,4,3,2,4,4,3,5,5,2,0,1,0,2,3,3,4,4,14,29,0,29,14,43,7
FC Bayern München,Bayern München,2024/2025,Germany,14,7,7,0,8,5,3,2,1,1,4,1,3,1.86,2.29,1.43,11,3,3,5,31,18,13,49,25,24,19,12,6,12,13,0,41,33,53,70,105,53,4,3,1,8,4,4,2,0,2,8,5,3,105,52,53,23,7,16,65,67,63,270,158,112,122,75,47,148,83,65,135,64,71,10,6,4,7,1,6,3,5,-2,6,4,2,5,2,3,3,1,2,1.64,2,1.29,3.5,3.57,3.43,2.21,2.71,1.71,1.29,0.86,1.71,1.21,1,1.43,0.71,0.86,0.57,0.5,0.14,0.86,14,11,9,5,3,2,7,5,4,2,1,1,7,6,5,3,2,1,0,3,5,9,11,12,0,2,3,5,6,6,0,1,2,4,5,6,100,79,64,36,21,14,100,71,57,29,14,14,100,86,71,43,29,14,0,21,36,64,79,86,0,29,43,71,86,86,0,14,29,57,71,86,9,4,3,5,1,1,4,3,2,64,29,21,71,14,14,57,43,29,57,71,43,28,29,43,14,57,57,57,14,0,29,57,71,43,10,6,4,71,86,57,7,3,4,50,43,57,2,0,2,14,0,29,43,57,29,36,29,43,21,14,29,7.50,7.43,7.57,1.64,1,2.29,86,71,71,64,50,36,21,21,2.41,2.84,1.98,1.03,0.82,1.25,114,2,3,0,3,3,4,4,5,7,2,0,1,2,4,2,2,2,3,14,14,14,29,14,43,7
Bayer 04 Leverkusen,Bayer Leverkusen,2024/2025,Germany,10,5,5,0,5,4,1,1,0,1,4,1,3,1.6,2.4,0.8,6,4,4,19,15,12,3,27,11,16,9,6,2,10,7,-4,60,50,75,75,225,45,5,4,1,2,0,2,3,1,2,7,4,3,54,38,16,23,9,14,56,59,53,146,100,46,67,45,22,79,55,24,118,65,53,10,4,6,2,0,2,8,4,4,4,2,2,5,3,2,1,0,1,1.7,1.8,1.6,2.7,2.2,3.2,1.5,1.8,1.2,1.2,0.4,2,1.2,0.8,1.6,1,0.8,1.2,0.2,0,0.4,10,8,5,3,1,0,5,3,1,1,1,0,5,5,4,2,0,0,0,2,5,7,9,10,0,2,4,4,4,5,0,0,1,3,5,5,100,80,50,30,10,0,100,60,20,20,20,0,100,100,80,40,0,0,0,20,50,70,90,100,0,40,80,80,80,100,0,0,20,60,100,100,6,3,2,2,1,1,4,2,1,60,30,20,40,20,20,80,40,20,50,80,20,44,50,80,20,20,0,40,30,20,40,70,80,60,8,5,3,80,100,60,5,3,2,50,60,40,1,0,1,10,0,20,40,40,40,50,60,40,10,0,20,5.40,7.60,3.20,2.3,1.8,2.80,70,60,40,20,20,20,10,10,1.83,2.44,1.23,1.29,1.14,1.45,70,2,1,3,2,2,1,2,1,1,1,0,0,1,0,3,2,2,3,10,0,20,40,20,60,10
Rasen Ballsport Leipzig,RB Leipzig,2024/2025,Germany,8,4,4,0,1,1,0,0,0,0,7,3,4,0.38,0.75,0,32,5,5,63,8,15,-7,23,14,9,6,2,8,7,-2,-5,90,60,180,48,45,51,0,0,0,5,3,2,3,1,2,4,2,2,42,18,24,15,7,8,47,46,49,92,53,39,46,30,16,46,23,23,88,40,48,5,3,2,7,2,5,-2,1,-3,2,2,0,2,1,1,4,1,3,1,1.75,0.25,2.88,3.5,2.25,1,1.5,0.5,1.88,2,1.75,1.5,1.25,1.75,0.63,0.75,0.5,0.88,0.5,1.25,8,5,5,3,2,0,4,3,3,2,2,0,4,2,2,1,0,0,0,3,3,5,6,8,0,1,1,2,2,4,0,2,2,3,4,4,100,63,63,38,25,0,100,75,75,50,50,0,100,50,50,25,0,0,0,37,37,62,75,100,0,25,25,50,50,100,0,50,50,75,100,100,8,3,1,4,1,0,4,2,1,100,38,13,100,25,0,100,50,25,13,25,0,22,0,0,0,63,75,50,38,25,50,50,50,50,2,2,0,25,50,0,3,1,2,38,25,50,3,1,2,38,25,50,25,50,0,25,25,25,50,25,75,5.25,4.50,6.00,1.88,1.75,2.00,100,100,100,88,63,50,13,13,1.41,1.64,1.17,1.71,1.87,1.55,75,1,1,3,0,0,0,2,1,0,1,0,3,1,3,1,1,2,3,0,0,0,88,75,100,13
VfB Stuttgart 1893,Stuttgart,2024/2025,Germany,8,4,4,0,3,1,2,1,1,0,4,2,2,1.25,1,1.5,26,6,6,33,13,17,-4,30,15,15,7,6,8,9,-1,-3,55,51,60,42,45,40,1,0,1,6,3,3,1,1,0,4,1,3,60,21,39,13,6,7,59,60,59,114,53,61,53,23,30,61,30,31,91,38,53,5,2,3,7,5,2,-2,-3,1,1,0,1,5,3,2,2,1,1,1,0.75,1.25,3.75,3.75,3.75,1.63,1.75,1.5,2.13,2,2.25,1.5,1.75,1.25,0.63,0.5,0.75,0.88,1.25,0.5,8,7,5,5,3,2,4,4,2,2,2,1,4,3,3,3,1,1,0,1,3,3,5,6,0,0,2,2,2,3,0,1,1,1,3,3,100,88,63,63,38,25,100,100,50,50,50,25,100,75,75,75,25,25,0,12,37,37,62,75,0,0,50,50,50,75,0,25,25,25,75,75,5,5,2,3,3,1,2,2,1,63,63,25,75,75,25,50,50,25,38,25,50,7,13,0,25,75,75,75,13,25,0,50,25,75,4,1,3,50,25,75,4,2,2,50,50,50,3,2,1,38,50,25,13,0,25,63,75,50,25,25,25,7.50,5.25,9.75,1.63,1.5,1.75,88,75,63,63,38,38,38,38,1.80,1.66,1.93,1.18,1.14,1.22,113,2,1,1,1,0,1,3,2,2,2,2,0,3,1,2,2,0,5,13,25,0,50,50,50,25
AS Monaco FC,Monaco,2024/2025,Monaco,10,5,5,0,4,3,1,2,0,2,4,2,2,1.4,1.8,1,17,7,7,24,16,17,-1,33,16,17,10,6,6,11,4,-5,56,45,75,53,75,41,2,1,1,5,3,2,3,1,2,5,4,1,42,28,14,25,15,10,51,51,51,111,67,44,54,33,21,57,34,23,118,67,51,6,5,1,7,2,5,-1,3,-4,3,3,0,4,2,2,3,0,3,1.3,2.2,0.4,3.3,3.2,3.4,1.6,2,1.2,1.7,1.2,2.2,1.3,1.4,1.2,0.6,1,0.2,0.7,0.4,1,10,7,7,4,3,2,5,3,3,2,2,1,5,4,4,2,1,1,0,3,3,6,7,8,0,2,2,3,3,4,0,1,1,3,4,4,100,70,70,40,30,20,100,60,60,40,40,20,100,80,80,40,20,20,0,30,30,60,70,80,0,40,40,60,60,80,0,20,20,60,80,80,8,4,1,4,2,1,4,2,0,80,40,10,80,40,20,80,40,0,40,60,20,27,20,20,20,50,60,40,30,20,40,50,80,20,4,3,1,40,60,20,5,1,4,50,20,80,3,2,1,30,40,20,30,60,0,40,40,40,30,0,60,4.20,5.60,2.80,2.5,3,2.00,60,60,60,40,30,10,10,0,1.37,1.63,1.11,1.53,1.48,1.57,70,1,3,0,1,1,2,2,2,4,1,1,3,1,3,0,2,2,4,20,0,40,40,40,40,0
Arsenal FC,Arsenal,2024/2025,England,14,7,7,0,9,5,4,2,1,1,3,1,2,2.07,2.29,1.86,3,8,8,3,31,10,21,41,17,24,14,17,3,7,11,10,41,45,37,127,209,90,6,5,1,6,1,5,3,1,2,9,6,3,71,33,38,27,13,14,51,52,50,162,88,74,93,52,41,69,36,33,146,68,78,15,7,8,6,2,4,9,5,4,8,5,3,3,1,2,3,1,2,1.93,2.29,1.57,2.93,2.43,3.43,2.21,2,2.43,0.71,0.43,1,1.5,1.29,1.71,1.07,1,1.14,0.43,0.29,0.57,13,10,9,3,2,2,7,5,4,1,0,0,6,5,5,2,2,2,1,4,5,11,12,12,0,2,3,6,7,7,1,2,2,5,5,5,93,71,64,21,14,14,100,71,57,14,0,0,86,71,71,29,29,29,7,29,36,79,86,86,0,29,43,86,100,100,14,29,29,71,71,71,11,5,4,6,2,1,5,3,3,79,36,29,86,29,14,71,43,43,64,71,57,15,43,71,14,43,14,71,21,14,29,64,86,43,8,5,3,57,71,43,6,2,4,43,29,57,3,1,2,21,14,29,57,71,43,21,14,29,21,14,29,5.46,4.71,6.33,1.93,1.86,2.00,69,69,46,38,38,31,31,23,1.69,1.72,1.66,1.20,1.05,1.36,86,3,2,3,5,4,1,4,4,5,1,1,2,0,3,0,2,1,0,14,14,14,21,14,29,8
